source_path,straightened_path,foreground_area,bbox_height,bbox_width,valid_profile_fraction,global_degree,upper_degree,lower_degree,bend_row,s_score,output_height,output_width,canvas_size,resize_mode,white_threshold
/data5/chensx/MyProject/UAE/data/arrangement_merged/chr_01/165070.12~A9.K_1L.png,outputs/preprocess/straight_pair_v2_legacy/images/chr_01/165070.12~A9.K_1L__8fc0b518fe.png,10782,254,60,0.7385915517807007,5.0,-5.0,-90.0,201,0.12458417755809183,300,0,0,height_only,0.9980392156862745
/data5/chensx/MyProject/UAE/data/arrangement_merged/chr_01/165070.12~A9.K_1R.png,outputs/preprocess/straight_pair_v2_legacy/images/chr_01/165070.12~A9.K_1R__72c75d4852.png,11926,279,59,0.7576190233230591,5.0,10.0,-20.0,131,0.12867856848145426,300,0,0,height_only,0.9980392156862745
/data5/chensx/MyProject/UAE/data/arrangement_merged/chr_01/165070.13~A24.K_1L.png,outputs/preprocess/straight_pair_v2_legacy/images/chr_01/165070.13~A24.K_1L__59416e304d.png,8430,270,80,0.4087640345096588,65.0,-80.0,-80.0,95,0.24049397223208865,300,0,0,height_only,0.9980392156862745
/data5/chensx/MyProject/UAE/data/arrangement_merged/chr_01/165070.13~A24.K_1R.png,outputs/preprocess/straight_pair_v2_legacy/images/chr_01/165070.13~A24.K_1R__4ca86d1dc1.png,8444,246,57,0.6345238089561462,155.0,35.0,25.0,86,0.12815754609318222,300,0,0,height_only,0.9980392156862745
/data5/chensx/MyProject/UAE/data/arrangement_merged/chr_01/165070.13~A25.K_1L.png,outputs/preprocess/straight_pair_v2_legacy/images/chr_01/165070.13~A25.K_1L__85ba1bd848.png,8689,237,57,0.6701388955116272,5.0,-5.0,-20.0,117,0.1276937700828539,300,0,0,height_only,0.9980392156862745
/data5/chensx/MyProject/UAE/data/arrangement_merged/chr_01/165070.13~A25.K_1R.png,outputs/preprocess/straight_pair_v2_legacy/images/chr_01/165070.13~A25.K_1R__b1ca7be395.png,9241,254,63,0.6045045256614685,160.0,-10.0,40.0,117,0.12871009752402102,300,0,0,height_only,0.9980392156862745
/data5/chensx/MyProject/UAE/data/arrangement_merged/chr_01/165070.13~A26.K_1L.png,outputs/preprocess/straight_pair_v2_legacy/images/chr_01/165070.13~A26.K_1L__975550bf01.png,10101,282,51,0.7342592477798462,5.0,-5.0,-5.0,230,0.13567399581061637,300,0,0,height_only,0.9980392156862745
/data5/chensx/MyProject/UAE/data/arrangement_merged/chr_01/165070.13~A26.K_1R.png,outputs/preprocess/straight_pair_v2_legacy/images/chr_01/165070.13~A26.K_1R__37b1be9b9a.png,10112,272,51,0.764464259147644,175.0,5.0,10.0,147,0.12274983004061614,300,0,0,height_only,0.9980392156862745
/data5/chensx/MyProject/UAE/data/arrangement_merged/chr_01/165070.13~A27.K_1L.png,outputs/preprocess/straight_pair_v2_legacy/images/chr_01/165070.13~A27.K_1L__5177795a77.png,10779,233,72,0.667025089263916,0.0,0.0,-90.0,175,0.16748384245791592,300,0,0,height_only,0.9980392156862745
/data5/chensx/MyProject/UAE/data/arrangement_merged/chr_01/165070.13~A27.K_1R.png,outputs/preprocess/straight_pair_v2_legacy/images/chr_01/165070.13~A27.K_1R__1cac461885.png,9976,218,64,0.7448105812072754,5.0,0.0,-10.0,97,0.15093283988123163,300,0,0,height_only,0.9980392156862745
/data5/chensx/MyProject/UAE/data/arrangement_merged/chr_01/165070.13~A28.K_1L.png,outputs/preprocess/straight_pair_v2_legacy/images/chr_01/165070.13~A28.K_1L__6f28836787.png,9846,280,52,0.7086904644966125,0.0,-15.0,15.0,139,0.1533583408918145,300,0,0,height_only,0.9980392156862745
/data5/chensx/MyProject/UAE/data/arrangement_merged/chr_01/165070.13~A28.K_1R.png,outputs/preprocess/straight_pair_v2_legacy/images/chr_01/165070.13~A28.K_1R__7cc2a40514.png,8729,252,56,0.6505472660064697,160.0,20.0,30.0,123,0.14755254284127642,300,0,0,height_only,0.9980392156862745
/data5/chensx/MyProject/UAE/data/arrangement_merged/chr_01/165070.13~A3.K_1L.png,outputs/preprocess/straight_pair_v2_legacy/images/chr_01/165070.13~A3.K_1L__e2d658488a.png,11323,189,104,0.5940605998039246,125.0,-45.0,55.0,14,0.4878839975699188,300,0,0,height_only,0.9980392156862745
/data5/chensx/MyProject/UAE/data/arrangement_merged/chr_01/165070.13~A3.K_1R.png,outputs/preprocess/straight_pair_v2_legacy/images/chr_01/165070.13~A3.K_1R__60caf70452.png,10016,210,59,0.8360317349433899,175.0,5.0,5.0,107,0.13615621692989405,300,0,0,height_only,0.9980392156862745
/data5/chensx/MyProject/UAE/data/arrangement_merged/chr_01/165070.13~A36.K_1L.png,outputs/preprocess/straight_pair_v2_legacy/images/chr_01/165070.13~A36.K_1L__6352d1d736.png,8024,250,51,0.6584699749946594,175.0,30.0,-5.0,110,0.14574798025670815,300,0,0,height_only,0.9980392156862745
/data5/chensx/MyProject/UAE/data/arrangement_merged/chr_01/165070.13~A36.K_1R.png,outputs/preprocess/straight_pair_v2_legacy/images/chr_01/165070.13~A36.K_1R__a616437bdf.png,9230,260,60,0.6182608604431152,175.0,-75.0,70.0,71,0.08648712510846057,300,0,0,height_only,0.9980392156862745
/data5/chensx/MyProject/UAE/data/arrangement_merged/chr_01/165070.13~A40.K_1L.png,outputs/preprocess/straight_pair_v2_legacy/images/chr_01/165070.13~A40.K_1L__0c4b456d5b.png,10739,248,60,0.7553881406784058,5.0,-10.0,10.0,120,0.12704509562903382,300,0,0,height_only,0.9980392156862745
/data5/chensx/MyProject/UAE/data/arrangement_merged/chr_01/165070.13~A40.K_1R.png,outputs/preprocess/straight_pair_v2_legacy/images/chr_01/165070.13~A40.K_1R__c9aead39b9.png,12554,274,60,0.7936868667602539,170.0,15.0,10.0,134,0.12543714218033533,300,0,0,height_only,0.9980392156862745
/data5/chensx/MyProject/UAE/data/arrangement_merged/chr_01/165070.13~A9.K_1L.png,outputs/preprocess/straight_pair_v2_legacy/images/chr_01/165070.13~A9.K_1L__2d6396b809.png,10373,282,54,0.7087719440460205,0.0,-30.0,30.0,123,0.13498563577494965,300,0,0,height_only,0.9980392156862745
/data5/chensx/MyProject/UAE/data/arrangement_merged/chr_01/165070.13~A9.K_1R.png,outputs/preprocess/straight_pair_v2_legacy/images/chr_01/165070.13~A9.K_1R__b4fdce35d2.png,7907,267,46,0.683012843132019,40.0,-40.0,-45.0,95,0.13929192808187138,300,0,0,height_only,0.9980392156862745
/data5/chensx/MyProject/UAE/data/arrangement_merged/chr_01/165070.1~A9.K_1L.png,outputs/preprocess/straight_pair_v2_legacy/images/chr_01/165070.1~A9.K_1L__e584e69764.png,9783,288,58,0.6133888959884644,10.0,-20.0,10.0,136,0.1359155535091332,300,0,0,height_only,0.9980392156862745
/data5/chensx/MyProject/UAE/data/arrangement_merged/chr_01/165070.1~A9.K_1R.png,outputs/preprocess/straight_pair_v2_legacy/images/chr_01/165070.1~A9.K_1R__4749bc4303.png,7813,287,43,0.6685925722122192,170.0,-5.0,30.0,145,0.12629286820965444,300,0,0,height_only,0.9980392156862745
/data5/chensx/MyProject/UAE/data/arrangement_merged/chr_01/165070.2~A31.K_1L.png,outputs/preprocess/straight_pair_v2_legacy/images/chr_01/165070.2~A31.K_1L__5651efab1c.png,10700,248,62,0.7171111106872559,35.0,-45.0,-35.0,87,0.17713943016200379,300,0,0,height_only,0.9980392156862745
/data5/chensx/MyProject/UAE/data/arrangement_merged/chr_01/165070.2~A31.K_1R.png,outputs/preprocess/straight_pair_v2_legacy/images/chr_01/165070.2~A31.K_1R__53a3edf052.png,8823,232,59,0.6744737029075623,155.0,-65.0,50.0,62,0.1108244563594034,300,0,0,height_only,0.9980392156862745
/data5/chensx/MyProject/UAE/data/arrangement_merged/chr_01/165070.3~A15.K_1L.png,outputs/preprocess/straight_pair_v2_legacy/images/chr_01/165070.3~A15.K_1L__bb8149d754.png,9179,277,69,0.5023999810218811,0.0,-5.0,-10.0,224,0.1129053009692008,300,0,0,height_only,0.9980392156862745
/data5/chensx/MyProject/UAE/data/arrangement_merged/chr_01/165070.3~A15.K_1R.png,outputs/preprocess/straight_pair_v2_legacy/images/chr_01/165070.3~A15.K_1R__14ee146b3a.png,8451,299,53,0.546352207660675,40.0,70.0,-55.0,51,0.10293335461584882,300,0,0,height_only,0.9980392156862745
/data5/chensx/MyProject/UAE/data/arrangement_merged/chr_01/165070.3~A2.K_1L.png,outputs/preprocess/straight_pair_v2_legacy/images/chr_01/165070.3~A2.K_1L__a58320433e.png,9895,289,53,0.6777575612068176,175.0,15.0,0.0,151,0.13232790685224818,300,0,0,height_only,0.9980392156862745
/data5/chensx/MyProject/UAE/data/arrangement_merged/chr_01/165070.3~A2.K_1R.png,outputs/preprocess/straight_pair_v2_legacy/images/chr_01/165070.3~A2.K_1R__e749313fad.png,9119,332,53,0.5461111068725586,110.0,-90.0,85.0,50,0.11409874572676929,300,0,0,height_only,0.9980392156862745
/data5/chensx/MyProject/UAE/data/arrangement_merged/chr_01/165070.3~A30.K_1L.png,outputs/preprocess/straight_pair_v2_legacy/images/chr_01/165070.3~A30.K_1L__e077b05657.png,10172,256,57,0.7259203791618347,0.0,-5.0,10.0,124,0.14720585210605777,300,0,0,height_only,0.9980392156862745
/data5/chensx/MyProject/UAE/data/arrangement_merged/chr_01/165070.3~A30.K_1R.png,outputs/preprocess/straight_pair_v2_legacy/images/chr_01/165070.3~A30.K_1R__6a98594fa0.png,10213,257,58,0.7167156934738159,0.0,10.0,-10.0,129,0.16061035173695468,300,0,0,height_only,0.9980392156862745
/data5/chensx/MyProject/UAE/data/arrangement_merged/chr_01/165070.3~A35.K_1L.png,outputs/preprocess/straight_pair_v2_legacy/images/chr_01/165070.3~A35.K_1L__17a22ca340.png,7517,275,68,0.4231081008911133,125.0,55.0,70.0,83,0.2009543908835747,300,0,0,height_only,0.9980392156862745
/data5/chensx/MyProject/UAE/data/arrangement_merged/chr_01/165070.3~A35.K_1R.png,outputs/preprocess/straight_pair_v2_legacy/images/chr_01/165070.3~A35.K_1R__a162893782.png,7550,370,131,0.16603773832321167,100.0,-75.0,75.0,161,0.3476295316213365,300,0,0,height_only,0.9980392156862745
/data5/chensx/MyProject/UAE/data/arrangement_merged/chr_01/165070.3~A43.K_1L.png,outputs/preprocess/straight_pair_v2_legacy/images/chr_01/165070.3~A43.K_1L__6c7e698674.png,8928,274,51,0.6730952262878418,150.0,40.0,25.0,111,0.0837890829427046,300,0,0,height_only,0.9980392156862745
/data5/chensx/MyProject/UAE/data/arrangement_merged/chr_01/165070.3~A43.K_1R.png,outputs/preprocess/straight_pair_v2_legacy/images/chr_01/165070.3~A43.K_1R__523210121c.png,8698,250,53,0.686718761920929,0.0,5.0,-10.0,127,0.14372378670193595,300,0,0,height_only,0.9980392156862745
/data5/chensx/MyProject/UAE/data/arrangement_merged/chr_01/169598.12~A12.K_1L.png,outputs/preprocess/straight_pair_v2_legacy/images/chr_01/169598.12~A12.K_1L__8bc4462586.png,7146,302,37,0.6537837982177734,170.0,20.0,-5.0,142,0.13655721573080234,300,0,0,height_only,0.9980392156862745
/data5/chensx/MyProject/UAE/data/arrangement_merged/chr_01/169598.12~A12.K_1R.png,outputs/preprocess/straight_pair_v2_legacy/images/chr_01/169598.12~A12.K_1R__adf08f2450.png,8041,306,52,0.5343137383460999,15.0,10.0,-30.0,141,0.16745382403560374,300,0,0,height_only,0.9980392156862745
/data5/chensx/MyProject/UAE/data/arrangement_merged/chr_01/169598.12~A16.K_1L.png,outputs/preprocess/straight_pair_v2_legacy/images/chr_01/169598.12~A16.K_1L__44a7ec9567.png,9539,259,54,0.7112698554992676,165.0,20.0,10.0,122,0.13758533222010383,300,0,0,height_only,0.9980392156862745
/data5/chensx/MyProject/UAE/data/arrangement_merged/chr_01/169598.12~A16.K_1R.png,outputs/preprocess/straight_pair_v2_legacy/images/chr_01/169598.12~A16.K_1R__23e5431f1a.png,9757,254,57,0.7072139382362366,160.0,15.0,25.0,89,0.14275286181206215,300,0,0,height_only,0.9980392156862745
/data5/chensx/MyProject/UAE/data/arrangement_merged/chr_01/169598.12~A28.K_1L.png,outputs/preprocess/straight_pair_v2_legacy/images/chr_01/169598.12~A28.K_1L__f42f825ba3.png,9907,319,86,0.38370370864868164,160.0,65.0,15.0,87,0.16177840203511087,300,0,0,height_only,0.9980392156862745
/data5/chensx/MyProject/UAE/data/arrangement_merged/chr_01/169598.12~A28.K_1R.png,outputs/preprocess/straight_pair_v2_legacy/images/chr_01/169598.12~A28.K_1R__34906d43f2.png,10201,347,114,0.27218854427337646,175.0,-90.0,0.0,46,0.13900238843790552,300,0,0,height_only,0.9980392156862745
/data5/chensx/MyProject/UAE/data/arrangement_merged/chr_01/169598.12~A32.K_1L.png,outputs/preprocess/straight_pair_v2_legacy/images/chr_01/169598.12~A32.K_1L__e15fc62dd4.png,9156,262,52,0.707444429397583,175.0,10.0,10.0,139,0.14087589429623784,300,0,0,height_only,0.9980392156862745
/data5/chensx/MyProject/UAE/data/arrangement_merged/chr_01/169598.12~A32.K_1R.png,outputs/preprocess/straight_pair_v2_legacy/images/chr_01/169598.12~A32.K_1R__a10ebce3fb.png,9399,251,52,0.7547311782836914,5.0,0.0,-10.0,129,0.14178429390747,300,0,0,height_only,0.9980392156862745
/data5/chensx/MyProject/UAE/data/arrangement_merged/chr_01/169598.12~A34.K_1L.png,outputs/preprocess/straight_pair_v2_legacy/images/chr_01/169598.12~A34.K_1L__c275177b23.png,9624,246,55,0.738358199596405,5.0,-5.0,-90.0,197,0.1473772365476717,300,0,0,height_only,0.9980392156862745
/data5/chensx/MyProject/UAE/data/arrangement_merged/chr_01/169598.12~A34.K_1R.png,outputs/preprocess/straight_pair_v2_legacy/images/chr_01/169598.12~A34.K_1R__6f9fd70788.png,9553,286,50,0.6948077082633972,50.0,-50.0,-60.0,97,0.12936188757962164,300,0,0,height_only,0.9980392156862745
/data5/chensx/MyProject/UAE/data/arrangement_merged/chr_01/169598.12~A44.K_1L.png,outputs/preprocess/straight_pair_v2_legacy/images/chr_01/169598.12~A44.K_1L__0b6befe38d.png,7518,293,50,0.540065348148346,145.0,55.0,-50.0,107,0.084115212336341,300,0,0,height_only,0.9980392156862745
/data5/chensx/MyProject/UAE/data/arrangement_merged/chr_01/169598.12~A44.K_1R.png,outputs/preprocess/straight_pair_v2_legacy/images/chr_01/169598.12~A44.K_1R__706e4370c6.png,7563,289,58,0.4779999852180481,5.0,25.0,-25.0,132,0.10624404208280959,300,0,0,height_only,0.9980392156862745
/data5/chensx/MyProject/UAE/data/arrangement_merged/chr_01/169598.12~A50.K_1L.png,outputs/preprocess/straight_pair_v2_legacy/images/chr_01/169598.12~A50.K_1L__e5ece5d6d9.png,13616,311,70,0.6532843112945557,175.0,55.0,-65.0,107,0.07684736031412034,300,0,0,height_only,0.9980392156862745
/data5/chensx/MyProject/UAE/data/arrangement_merged/chr_01/169598.12~A50.K_1R.png,outputs/preprocess/straight_pair_v2_legacy/images/chr_01/169598.12~A50.K_1R__2d9bf70556.png,11125,262,59,0.7478921413421631,0.0,0.0,-90.0,207,0.1296085628017788,300,0,0,height_only,0.9980392156862745
/data5/chensx/MyProject/UAE/data/arrangement_merged/chr_01/169598.13~A1.K_1L.png,outputs/preprocess/straight_pair_v2_legacy/images/chr_01/169598.13~A1.K_1L__82dae42df1.png,9226,263,47,0.7808641791343689,15.0,-25.0,-5.0,115,0.1446459061138002,300,0,0,height_only,0.9980392156862745
/data5/chensx/MyProject/UAE/data/arrangement_merged/chr_01/169598.13~A1.K_1R.png,outputs/preprocess/straight_pair_v2_legacy/images/chr_01/169598.13~A1.K_1R__222b21a229.png,8627,241,51,0.7339682579040527,10.0,0.0,-20.0,121,0.13137366570624787,300,0,0,height_only,0.9980392156862745
/data5/chensx/MyProject/UAE/data/arrangement_merged/chr_01/169598.13~A12.K_1L.png,outputs/preprocess/straight_pair_v2_legacy/images/chr_01/169598.13~A12.K_1L__a38c8ee743.png,10358,267,52,0.7755172252655029,0.0,-5.0,0.0,130,0.1293848562511343,300,0,0,height_only,0.9980392156862745
/data5/chensx/MyProject/UAE/data/arrangement_merged/chr_01/169598.13~A12.K_1R.png,outputs/preprocess/straight_pair_v2_legacy/images/chr_01/169598.13~A12.K_1R__f6f967590b.png,9512,250,66,0.6011814475059509,5.0,10.0,-25.0,119,0.1583842949129929,300,0,0,height_only,0.9980392156862745
/data5/chensx/MyProject/UAE/data/arrangement_merged/chr_01/169598.13~A13.K_1L.png,outputs/preprocess/straight_pair_v2_legacy/images/chr_01/169598.13~A13.K_1L__05e7a5d66a.png,13070,262,71,0.7224279642105103,170.0,10.0,10.0,139,0.13356674030285823,300,0,0,height_only,0.9980392156862745
/data5/chensx/MyProject/UAE/data/arrangement_merged/chr_01/169598.13~A13.K_1R.png,outputs/preprocess/straight_pair_v2_legacy/images/chr_01/169598.13~A13.K_1R__ce1f5ea73a.png,10768,224,69,0.7213768362998962,10.0,0.0,-10.0,110,0.17636186417748118,300,0,0,height_only,0.9980392156862745
/data5/chensx/MyProject/UAE/data/arrangement_merged/chr_01/169598.13~A24.K_1L.png,outputs/preprocess/straight_pair_v2_legacy/images/chr_01/169598.13~A24.K_1L__963b945031.png,8618,305,46,0.6469629406929016,35.0,-45.0,-30.0,133,0.16001307671034107,300,0,0,height_only,0.9980392156862745
/data5/chensx/MyProject/UAE/data/arrangement_merged/chr_01/169598.13~A24.K_1R.png,outputs/preprocess/straight_pair_v2_legacy/images/chr_01/169598.13~A24.K_1R__50c46f68f4.png,7853,277,53,0.5615789294242859,0.0,40.0,-45.0,103,0.1684510014992994,300,0,0,height_only,0.9980392156862745
/data5/chensx/MyProject/UAE/data/arrangement_merged/chr_01/169598.13~A3.K_1L.png,outputs/preprocess/straight_pair_v2_legacy/images/chr_01/169598.13~A3.K_1L__bae0ab2cee.png,10878,286,56,0.7096045017242432,150.0,40.0,-45.0,165,0.15418670127346348,300,0,0,height_only,0.9980392156862745
/data5/chensx/MyProject/UAE/data/arrangement_merged/chr_01/169598.13~A3.K_1R.png,outputs/preprocess/straight_pair_v2_legacy/images/chr_01/169598.13~A3.K_1R__e3b60477e8.png,11585,271,57,0.7815343737602234,10.0,-10.0,-90.0,214,0.14295168641974612,300,0,0,height_only,0.9980392156862745
/data5/chensx/MyProject/UAE/data/arrangement_merged/chr_01/169598.13~A32.K_1L.png,outputs/preprocess/straight_pair_v2_legacy/images/chr_01/169598.13~A32.K_1L__5f8774ab40.png,9321,278,53,0.6635672450065613,165.0,25.0,5.0,143,0.1272682149721697,300,0,0,height_only,0.9980392156862745
/data5/chensx/MyProject/UAE/data/arrangement_merged/chr_01/169598.13~A32.K_1R.png,outputs/preprocess/straight_pair_v2_legacy/images/chr_01/169598.13~A32.K_1R__81fc496c73.png,9298,281,51,0.684567928314209,0.0,30.0,-30.0,121,0.12897652988269226,300,0,0,height_only,0.9980392156862745
/data5/chensx/MyProject/UAE/data/arrangement_merged/chr_01/169598.13~A34.K_1L.png,outputs/preprocess/straight_pair_v2_legacy/images/chr_01/169598.13~A34.K_1L__d660690071.png,9441,242,55,0.735931396484375,0.0,0.0,0.0,120,0.11285423849933872,300,0,0,height_only,0.9980392156862745
/data5/chensx/MyProject/UAE/data/arrangement_merged/chr_01/169598.13~A34.K_1R.png,outputs/preprocess/straight_pair_v2_legacy/images/chr_01/169598.13~A34.K_1R__bd9e35ae58.png,10193,266,58,0.688564121723175,10.0,50.0,-50.0,90,0.11100819865613339,300,0,0,height_only,0.9980392156862745
/data5/chensx/MyProject/UAE/data/arrangement_merged/chr_01/169598.13~A39.K_1L.png,outputs/preprocess/straight_pair_v2_legacy/images/chr_01/169598.13~A39.K_1L__30cbca96bc.png,9114,205,60,0.7692803144454956,175.0,0.0,-5.0,109,0.14764853298216923,300,0,0,height_only,0.9980392156862745
/data5/chensx/MyProject/UAE/data/arrangement_merged/chr_01/169598.13~A39.K_1R.png,outputs/preprocess/straight_pair_v2_legacy/images/chr_01/169598.13~A39.K_1R__6f0d7b1b93.png,9481,215,60,0.7661111354827881,175.0,5.0,10.0,109,0.14709959991389057,300,0,0,height_only,0.9980392156862745
/data5/chensx/MyProject/UAE/data/arrangement_merged/chr_01/169598.13~A40.K_1L.png,outputs/preprocess/straight_pair_v2_legacy/images/chr_01/169598.13~A40.K_1L__431848ff9f.png,8555,276,41,0.7917777895927429,5.0,-5.0,-5.0,225,0.16215432300920327,300,0,0,height_only,0.9980392156862745
/data5/chensx/MyProject/UAE/data/arrangement_merged/chr_01/169598.13~A40.K_1R.png,outputs/preprocess/straight_pair_v2_legacy/images/chr_01/169598.13~A40.K_1R__d3607463f9.png,9195,271,83,0.4306521713733673,20.0,-20.0,-45.0,125,0.1343433412547508,300,0,0,height_only,0.9980392156862745
/data5/chensx/MyProject/UAE/data/arrangement_merged/chr_01/169598.13~A41.K_1L.png,outputs/preprocess/straight_pair_v2_legacy/images/chr_01/169598.13~A41.K_1L__22f99e82e1.png,9203,295,46,0.7001418471336365,170.0,20.0,5.0,103,0.15424164608161853,300,0,0,height_only,0.9980392156862745
/data5/chensx/MyProject/UAE/data/arrangement_merged/chr_01/169598.13~A41.K_1R.png,outputs/preprocess/straight_pair_v2_legacy/images/chr_01/169598.13~A41.K_1R__f72eace8aa.png,8479,341,61,0.4251234531402588,100.0,-90.0,-90.0,61,0.19812616470224173,300,0,0,height_only,0.9980392156862745
/data5/chensx/MyProject/UAE/data/arrangement_merged/chr_01/169598.13~A46.K_1L.png,outputs/preprocess/straight_pair_v2_legacy/images/chr_01/169598.13~A46.K_1L__35cc47ffca.png,10157,340,47,0.6645528674125671,65.0,-70.0,-70.0,81,0.12861589740403612,300,0,0,height_only,0.9980392156862745
/data5/chensx/MyProject/UAE/data/arrangement_merged/chr_01/169598.13~A46.K_1R.png,outputs/preprocess/straight_pair_v2_legacy/images/chr_01/169598.13~A46.K_1R__f9f052d9c5.png,9415,281,54,0.6521838903427124,175.0,-15.0,25.0,131,0.13589512972738918,300,0,0,height_only,0.9980392156862745
/data5/chensx/MyProject/UAE/data/arrangement_merged/chr_01/169598.1~A45.K_1L.png,outputs/preprocess/straight_pair_v2_legacy/images/chr_01/169598.1~A45.K_1L__5aed84f7e5.png,11716,294,59,0.6944444179534912,175.0,20.0,-10.0,149,0.11678600094294384,300,0,0,height_only,0.9980392156862745
/data5/chensx/MyProject/UAE/data/arrangement_merged/chr_01/169598.1~A45.K_1R.png,outputs/preprocess/straight_pair_v2_legacy/images/chr_01/169598.1~A45.K_1R__6465e4afb5.png,11524,300,69,0.5567149519920349,10.0,50.0,-55.0,107,0.09943020088061064,300,0,0,height_only,0.9980392156862745
/data5/chensx/MyProject/UAE/data/arrangement_merged/chr_01/169598.1~A46.K_1L.png,outputs/preprocess/straight_pair_v2_legacy/images/chr_01/169598.1~A46.K_1L__c5d24d5d7e.png,9137,280,50,0.6816666722297668,5.0,-10.0,-5.0,143,0.12387765217182621,300,0,0,height_only,0.9980392156862745
